Wall time,Step,Value
1687033680.4368162,1,0.5285583734512329
1687045934.057561,2,0.5619679689407349
1687057860.6382408,3,0.6068649888038635
1687069879.8170662,4,0.5848970413208008
1687081942.7611697,5,0.6325858235359192
1687094013.6441548,6,0.6105263233184814
1687105788.683721,7,0.6499770879745483
1687117389.8941414,8,0.6247139573097229
1687128958.3483794,9,0.6552402973175049
1687140511.9746082,10,0.6502516865730286
1687151684.9126475,11,0.6660411953926086
1687163432.9159799,12,0.6453089118003845
1687175122.2361882,13,0.6586727499961853
1687187087.77604,14,0.6457208395004272
1687199068.2329729,15,0.6688787341117859
1687211056.9033039,16,0.6659954190254211
1687222963.346156,17,0.6659038662910461
1687234634.0752032,18,0.6605034470558167
1687246482.9428217,19,0.6668192148208618
1687258378.4298537,20,0.6617848873138428
1687270183.1191056,21,0.6723569631576538
1687281963.3433454,22,0.6589473485946655
1687293725.9703834,23,0.6682837605476379
1687305270.4083564,24,0.6665446162223816
1687316825.1637266,25,0.6705263257026672
1687328547.083036,26,0.6550114154815674
1687340203.87961,27,0.6709839701652527
1687351719.219679,28,0.6496567726135254
1687362931.8992126,29,0.6747368574142456
1687374144.69161,30,0.6635698080062866
1687385386.74694,31,0.6688787341117859
1687396374.507848,32,0.6666361689567566
1687407680.4052699,33,0.6803203821182251
1687419514.315964,34,0.6692906022071838
1687432698.751093,35,0.676384449005127
1687446031.112832,36,0.6295652389526367
1687459345.395218,37,0.6778489947319031
1687470625.1047082,38,0.6523569822311401
1687481900.5398421,39,0.6724485158920288
1687494432.977464,40,0.6542791724205017
